time,heat_target,temperature_feed,temperature_return
2051-09-20 23:00:00,-1915541,70.65,53.38
2051-09-21 23:00:00,-1915541,71.43,52.99
2051-09-22 23:00:00,-1149324,71.60,52.95
2051-09-23 23:00:00,-1532432,70.72,52.86
2051-09-24 23:00:00,-1149324,71.59,52.65
2051-09-25 23:00:00,-766216,70.75,52.32
2051-09-26 23:00:00,-766216,68.58,51.35
2051-09-27 23:00:00,0,69.48,51.28
2051-09-28 23:00:00,-766216,69.52,50.88
2051-09-29 23:00:00,-1532432,69.39,50.97
2051-09-30 23:00:00,-1149324,70.23,51.77
2051-10-01 23:00:00,-1915541,70.33,52.13
2051-10-02 23:00:00,-1915541,69.60,51.92
2051-10-03 23:00:00,-1915541,69.03,51.84
2051-10-04 23:00:00,-2073839,69.66,51.85
2051-10-05 23:00:00,-2681757,71.10,51.99
2051-10-06 23:00:00,-5089865,73.80,52.01
2051-10-07 23:00:00,-3831081,72.92,52.41
2051-10-08 23:00:00,-1751351,74.50,52.82
2051-10-09 23:00:00,-2134459,73.35,52.44
2051-10-10 23:00:00,-3940541,74.24,52.47
2051-10-11 23:00:00,-6190921,76.75,52.82
2051-10-12 23:00:00,-1915541,74.05,52.23
2051-10-13 23:00:00,0,75.60,52.65
2051-10-14 23:00:00,-1149324,74.62,52.60
2051-10-15 23:00:00,-1368243,74.70,52.39
2051-10-16 23:00:00,-2134459,77.08,52.62
2051-10-17 23:00:00,-766216,74.83,52.23
2051-10-18 23:00:00,-3447973,73.82,52.04
2051-10-19 23:00:00,0,69.11,51.37
2051-10-20 23:00:00,0,70.08,52.22
2051-10-21 23:00:00,-328378,72.96,53.60
2051-10-22 23:00:00,-383108,71.13,51.95
2051-10-23 23:00:00,-1915541,69.89,51.17
2051-10-24 23:00:00,-4326879,72.81,51.98
2051-10-25 23:00:00,-2298649,74.78,52.47
2051-10-26 23:00:00,-383108,72.38,52.15
2051-10-27 23:00:00,0,72.29,52.73
2051-10-28 23:00:00,0,75.70,52.95
2051-10-29 23:00:00,0,78.18,53.61
2051-10-30 23:00:00,0,79.60,53.25
2051-10-31 23:00:00,0,80.34,52.97
2051-11-01 23:00:00,0,80.10,53.15
2051-11-02 23:00:00,0,79.73,52.83
2051-11-03 23:00:00,0,77.60,52.50
2051-11-04 23:00:00,0,79.56,52.46
2051-11-05 23:00:00,0,78.96,52.76
2051-11-06 23:00:00,0,78.35,52.48
2051-11-07 23:00:00,0,76.98,53.02
2051-11-08 23:00:00,0,73.47,51.29
2051-11-09 23:00:00,25000,75.15,51.74
2051-11-10 23:00:00,0,77.45,52.19
2051-11-11 23:00:00,0,76.40,52.47
2051-11-12 23:00:00,0,74.73,52.23
2051-11-13 23:00:00,0,77.76,52.58
2051-11-14 23:00:00,75000,79.70,52.71
2051-11-15 23:00:00,200000,74.65,51.24
2051-11-16 23:00:00,100000,70.94,50.33
2051-11-17 23:00:00,75000,79.07,51.65
2051-11-18 23:00:00,0,82.26,52.92
2051-11-19 23:00:00,0,78.78,52.37
2051-11-20 23:00:00,0,80.75,52.86
2051-11-21 23:00:00,50000,77.88,52.27
2051-11-22 23:00:00,50000,80.54,52.51
2051-11-23 23:00:00,50000,77.05,52.28
2051-11-24 23:00:00,0,79.43,52.40
2051-11-25 23:00:00,-1149324,81.52,52.75
2051-11-26 23:00:00,-9194595,79.99,52.83
2051-11-27 23:00:00,-7746528,75.90,51.66
2051-11-28 23:00:00,-1532432,77.81,52.37
2051-11-29 23:00:00,0,79.51,52.47
2051-11-30 23:00:00,0,76.32,52.30
2051-12-01 23:00:00,0,82.70,53.52
2051-12-02 23:00:00,-352365,86.38,53.58
2051-12-03 23:00:00,-3656081,87.36,54.70
2051-12-04 23:00:00,-6337838,88.98,54.98
2051-12-05 23:00:00,-7838176,86.60,54.13
2051-12-06 23:00:00,-2622718,91.95,55.74
2051-12-07 23:00:00,-2908066,91.00,55.83
2051-12-08 23:00:00,-3604836,91.12,55.60
2051-12-09 23:00:00,-7653538,92.24,55.54
2051-12-10 23:00:00,-2890878,90.33,55.33
2051-12-11 23:00:00,-252027,88.17,54.73
2051-12-12 23:00:00,-1501689,89.76,55.07
2051-12-13 23:00:00,-9194595,91.77,56.00
2051-12-14 23:00:00,-9194595,92.24,55.97
2051-12-15 23:00:00,-3160917,91.20,55.54
2051-12-16 23:00:00,-7068581,91.02,53.96
2051-12-17 23:00:00,-9194595,88.48,53.46
2051-12-18 23:00:00,-3456757,87.82,53.44
2051-12-19 23:00:00,0,81.43,53.04
2051-12-20 23:00:00,0,82.90,53.09
2051-12-21 23:00:00,0,84.43,53.38
2051-12-22 23:00:00,0,87.46,54.18
2051-12-23 23:00:00,-1039527,90.34,54.95
2051-12-24 23:00:00,-8373649,87.45,54.84
2051-12-25 23:00:00,-8811486,79.42,52.87
2051-12-26 23:00:00,-9187342,78.43,52.53
2051-12-27 23:00:00,-2298649,79.61,52.36
2051-12-28 23:00:00,-2681757,79.81,52.33
2051-12-29 23:00:00,-9194595,88.41,54.36
2051-12-30 23:00:00,-2900676,77.96,52.35
2051-12-31 23:00:00,0,77.90,52.08
2052-01-01 23:00:00,-2874242,71.14,51.18
2052-01-02 23:00:00,0,67.93,50.45
2052-01-03 23:00:00,0,78.20,52.28
2052-01-04 23:00:00,0,78.12,52.25
2052-01-05 23:00:00,-206419,70.53,51.80
2052-01-06 23:00:00,-1900000,73.86,52.09
2052-01-07 23:00:00,0,69.31,50.96
2052-01-08 23:00:00,-1641892,69.59,51.11
2052-01-09 23:00:00,-2010473,75.44,51.28
2052-01-10 23:00:00,0,78.20,52.10
2052-01-11 23:00:00,0,76.26,51.74
